Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-05-31 14:56:07.007 +0100,"Failure",0:00:00,1,0,1,"20160531_145607.007/LogFile.txt","","File Not Found -- rightclick Error - Could Not Open Image: list",0
