Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-05-31 10:57:40.040 +0100,"Success",0:00:01,0,0,0,"20160531_105740.040/LogFile.txt","","",1
2016-05-31 10:58:06.006 +0100,"Success",0:00:01,0,0,0,"20160531_105806.006/LogFile.txt","","",1
2016-05-31 11:05:51.051 +0100,"Success",0:00:01,0,0,0,"20160531_110551.051/LogFile.txt","","",1
2016-05-31 11:07:11.011 +0100,"Success",0:00:02,0,0,0,"20160531_110711.011/LogFile.txt","","",1
